CITY_COUNTY,TOWNSHIP_CITY,VILLAGE,PARTY,YEAR,RECEIVED_VOTES,ISSUED_VOTES,RATE
新北市,新店區,廣興里,KMT,2016,160,796,0.20100502512562815
新北市,新店區,建國里,DPP,2012,530,2166,0.24469067405355494
新北市,新店區,建國里,DPP,2016,679,1913,0.3549398849973863
新北市,新店區,建國里,KMT,2012,1571,2166,0.7253000923361034
新北市,新店區,建國里,KMT,2016,961,1913,0.5023523261892315
新北市,新店區,張北里,DPP,2012,1278,4510,0.28337028824833704
新北市,新店區,張北里,DPP,2016,1800,4620,0.38961038961038963
新北市,新店區,張北里,KMT,2012,3071,4510,0.6809312638580931
新北市,新店區,張北里,KMT,2016,2255,4620,0.4880952380952381
新北市,新店區,張南里,DPP,2012,438,1329,0.3295711060948081
新北市,新店區,張南里,DPP,2016,544,1216,0.4473684210526316
新北市,新店區,張南里,KMT,2012,851,1329,0.6403310759969902
新北市,新店區,張南里,KMT,2016,521,1216,0.4284539473684211
新北市,新店區,復興里,DPP,2012,741,2141,0.3460999532928538
新北市,新店區,復興里,DPP,2016,827,1839,0.4497009244154432
新北市,新店區,復興里,KMT,2012,1324,2141,0.6184026156001868
新北市,新店區,復興里,KMT,2016,777,1839,0.42251223491027734
新北市,新店區,德安里,DPP,2012,1485,3912,0.379601226993865
新北市,新店區,德安里,DPP,2016,1754,3599,0.4873575993331481
新北市,新店區,德安里,KMT,2012,2284,3912,0.5838445807770961
新北市,新店區,德安里,KMT,2016,1382,3599,0.38399555432064464
新北市,新店區,忠孝里,DPP,2012,498,1965,0.2534351145038168
新北市,新店區,忠孝里,DPP,2016,569,1579,0.36035465484483853
新北市,新店區,忠孝里,KMT,2012,1406,1965,0.7155216284987277
新北市,新店區,忠孝里,KMT,2016,805,1579,0.5098163394553515
新北市,新店區,忠誠里,DPP,2012,517,1792,0.2885044642857143
新北市,新店區,忠誠里,DPP,2016,591,1553,0.3805537669027688
新北市,新店區,忠誠里,KMT,2012,1222,1792,0.6819196428571429
新北市,新店區,忠誠里,KMT,2016,759,1553,0.48873148744365746
新北市,新店區,文中里,DPP,2012,309,1193,0.25901089689857504
新北市,新店區,文中里,DPP,2016,381,1023,0.3724340175953079
新北市,新店區,文中里,KMT,2012,826,1193,0.6923721709974854
新北市,新店區,文中里,KMT,2016,495,1023,0.4838709677419355
新北市,新店區,文明里,DPP,2012,637,1644,0.38746958637469586
新北市,新店區,文明里,DPP,2016,758,1514,0.5006605019815059
新北市,新店區,文明里,KMT,2012,943,1644,0.5736009732360098
新北市,新店區,文明里,KMT,2016,550,1514,0.3632760898282695
新北市,新店區,新和里,DPP,2012,755,2632,0.28685410334346506
新北市,新店區,新和里,DPP,2016,934,2321,0.4024127531236536
新北市,新店區,新和里,KMT,2012,1778,2632,0.675531914893617
新北市,新店區,新和里,KMT,2016,1054,2321,0.45411460577337354
新北市,新店區,新安里,DPP,2012,752,2823,0.26638328019837054
新北市,新店區,新安里,DPP,2016,917,2494,0.36768243785084204
新北市,新店區,新安里,KMT,2012,1986,2823,0.7035069075451648
新北市,新店區,新安里,KMT,2016,1241,2494,0.49759422614274257
新北市,新店區,新店里,DPP,2012,537,1198,0.44824707846410683
新北市,新店區,新店里,DPP,2016,609,1095,0.5561643835616439
新北市,新店區,新店里,KMT,2012,605,1198,0.505008347245409
新北市,新店區,新店里,KMT,2016,335,1095,0.3059360730593607
新北市,新店區,新德里,DPP,2012,629,1776,0.3541666666666667
新北市,新店區,新德里,DPP,2016,759,1591,0.47705845380263984
新北市,新店區,新德里,KMT,2012,1092,1776,0.6148648648648649
新北市,新店區,新德里,KMT,2016,644,1591,0.404776869893149
新北市,新店區,新生里,DPP,2012,1207,4114,0.29338842975206614
新北市,新店區,新生里,DPP,2016,1446,3655,0.39562243502051986
新北市,新店區,新生里,KMT,2012,2759,4114,0.6706368497812348
新北市,新店區,新生里,KMT,2016,1740,3655,0.47606019151846785
新北市,新店區,日興里,DPP,2012,1367,3525,0.38780141843971633
新北市,新店區,日興里,DPP,2016,1603,3263,0.49126570640514866
新北市,新店區,日興里,KMT,2012,1987,3525,0.5636879432624113
新北市,新店區,日興里,KMT,2016,1204,3263,0.3689855960772295
新北市,新店區,明城里,DPP,2012,500,2207,0.22655188038060717
新北市,新店區,明城里,DPP,2016,684,2032,0.33661417322834647
新北市,新店區,明城里,KMT,2012,1630,2207,0.7385591300407793
新北市,新店區,明城里,KMT,2016,1044,2032,0.5137795275590551
新北市,新店區,明德里,DPP,2012,817,2778,0.2940964722822174
新北市,新店區,明德里,DPP,2016,961,2419,0.39727159983464244
新北市,新店區,明德里,KMT,2012,1882,2778,0.6774658027357812
新北市,新店區,明德里,KMT,2016,1125,2419,0.46506821000413395
新北市,新店區,柴埕里,DPP,2012,1748,5058,0.34559114274416763
新北市,新店區,柴埕里,DPP,2016,2260,4915,0.4598168870803662
新北市,新店區,柴埕里,KMT,2012,3142,5058,0.6211941478845393
新北市,新店區,柴埕里,KMT,2016,1993,4915,0.4054933875890132
新北市,新店區,永安里,DPP,2012,1207,3261,0.370131861392211
新北市,新店區,永安里,DPP,2016,1383,2906,0.4759119064005506
新北市,新店區,永安里,KMT,2012,1933,3261,0.5927629561484208
新北市,新店區,永安里,KMT,2016,1105,2906,0.3802477632484515
新北市,新店區,永平里,DPP,2012,1118,3409,0.32795541214432383
新北市,新店區,永平里,DPP,2016,1347,3178,0.4238514789175582
新北市,新店區,永平里,KMT,2012,2160,3409,0.6336168964505721
新北市,新店區,永平里,KMT,2016,1355,3178,0.4263687853996224
新北市,新店區,江陵里,DPP,2012,1046,3828,0.27324973876698017
新北市,新店區,江陵里,DPP,2016,1344,3396,0.3957597173144876
新北市,新店區,江陵里,KMT,2012,2661,3828,0.695141065830721
新北市,新店區,江陵里,KMT,2016,1632,3396,0.48056537102473496
新北市,新店區,玫瑰里,DPP,2012,1047,3797,0.2757440084277061
新北市,新店區,玫瑰里,DPP,2016,1328,3411,0.3893286426267957
新北市,新店區,玫瑰里,KMT,2012,2615,3797,0.6887016065314722
新北市,新店區,玫瑰里,KMT,2016,1583,3411,0.46408677807094695
新北市,新店區,百和里,DPP,2012,696,2266,0.30714916151809357
新北市,新店區,百和里,DPP,2016,874,2030,0.43054187192118226
新北市,新店區,百和里,KMT,2012,1482,2266,0.6540158870255958
新北市,新店區,百和里,KMT,2016,888,2030,0.4374384236453202
新北市,新店區,百忍里,DPP,2012,727,2695,0.26975881261595547
新北市,新店區,百忍里,DPP,2016,892,2425,0.36783505154639173
新北市,新店區,百忍里,KMT,2012,1888,2695,0.700556586270872
新北市,新店區,百忍里,KMT,2016,1238,2425,0.5105154639175258
新北市,新店區,百福里,DPP,2012,534,1940,0.2752577319587629
新北市,新店區,百福里,DPP,2016,788,2049,0.3845778428501708
新北市,新店區,百福里,KMT,2012,1335,1940,0.6881443298969072
新北市,新店區,百福里,KMT,2016,1016,2049,0.4958516349438751
新北市,新店區,直潭里,DPP,2012,438,733,0.597544338335607
新北市,新店區,直潭里,DPP,2016,499,759,0.6574440052700923
新北市,新店區,直潭里,KMT,2012,276,733,0.3765347885402456
新北市,新店區,直潭里,KMT,2016,178,759,0.23451910408432147
新北市,新店區,福德里,DPP,2012,769,2670,0.28801498127340824
新北市,新店區,福德里,DPP,2016,1017,2466,0.4124087591240876
新北市,新店區,福德里,KMT,2012,1801,2670,0.6745318352059925
新北市,新店區,福德里,KMT,2016,1114,2466,0.45174371451743717
新北市,新店區,福民里,DPP,2012,570,2661,0.21420518602029312
新北市,新店區,福民里,DPP,2016,733,2411,0.3040232268768146
新北市,新店區,福民里,KMT,2012,2000,2661,0.7515971439308531
新北市,新店區,福民里,KMT,2016,1350,2411,0.5599336374948154
新北市,新店區,粗坑里,DPP,2012,808,1944,0.4156378600823045
新北市,新店區,粗坑里,DPP,2016,963,1842,0.5228013029315961
新北市,新店區,粗坑里,KMT,2012,1064,1944,0.5473251028806584
新北市,新店區,粗坑里,KMT,2016,631,1842,0.34256243213897936
新北市,新店區,美城里,DPP,2012,536,1768,0.3031674208144796
新北市,新店區,美城里,DPP,2016,655,1616,0.40532178217821785
新北市,新店區,美城里,KMT,2012,1175,1768,0.6645927601809954
新北市,新店區,美城里,KMT,2016,674,1616,0.41707920792079206
新北市,新店區,美潭里,DPP,2012,1098,3431,0.32002331681725443
新北市,新店區,美潭里,DPP,2016,1312,3100,0.4232258064516129
新北市,新店區,美潭里,KMT,2012,2210,3431,0.6441270766540367
新北市,新店區,美潭里,KMT,2016,1349,3100,0.43516129032258066
新北市,新店區,華城里,DPP,2012,472,1577,0.2993024730500951
新北市,新店區,華城里,DPP,2016,594,1408,0.421875
新北市,新店區,華城里,KMT,2012,1064,1577,0.6746987951807228
新北市,新店區,華城里,KMT,2016,649,1408,0.4609375
新北市,新店區,達觀里,DPP,2012,504,2275,0.22153846153846155
新北市,新店區,達觀里,DPP,2016,651,2051,0.3174061433447099
新北市,新店區,達觀里,KMT,2012,1688,2275,0.741978021978022
新北市,新店區,達觀里,KMT,2016,1085,2051,0.5290102389078498
新北市,新店區,長春里,DPP,2012,427,1698,0.251472320376914
新北市,新店區,長春里,DPP,2016,556,1506,0.3691899070385126
新北市,新店區,長春里,KMT,2012,1225,1698,0.7214369846878681
新北市,新店區,長春里,KMT,2016,739,1506,0.4907038512616202
新北市,新店區,雙坑里,DPP,2012,292,541,0.5397412199630314
新北市,新店區,雙坑里,DPP,2016,316,486,0.6502057613168725
新北市,新店區,雙坑里,KMT,2012,231,541,0.4269870609981516
新北市,新店區,雙坑里,KMT,2016,124,486,0.2551440329218107
新北市,新店區,雙城里,DPP,2012,1464,3663,0.39967239967239965
新北市,新店區,雙城里,DPP,2016,1630,3239,0.5032417412781722
新北市,新店區,雙城里,KMT,2012,2079,3663,0.5675675675675675
新北市,新店區,雙城里,KMT,2016,1185,3239,0.36585365853658536
新北市,新店區,青潭里,DPP,2012,1197,3468,0.34515570934256057
新北市,新店區,青潭里,DPP,2016,1455,3135,0.46411483253588515
新北市,新店區,青潭里,KMT,2012,2121,3468,0.6115916955017301
新北市,新店區,青潭里,KMT,2016,1197,3135,0.38181818181818183
新北市,新店區,頂城里,DPP,2012,389,1034,0.37620889748549324
新北市,新店區,頂城里,DPP,2016,414,907,0.4564498346196251
新北市,新店區,頂城里,KMT,2012,594,1034,0.574468085106383
新北市,新店區,頂城里,KMT,2016,338,907,0.37265711135611906
新北市,新店區,香坡里,DPP,2012,1408,5694,0.24727783631893221
新北市,新店區,香坡里,DPP,2016,1994,5444,0.3662747979426892
新北市,新店區,香坡里,KMT,2012,4073,5694,0.7153143659992975
新北市,新店區,香坡里,KMT,2016,2609,5444,0.47924320352681854
新北市,新店區,龜山里,DPP,2012,528,1112,0.4748201438848921
新北市,新店區,龜山里,DPP,2016,550,995,0.5527638190954773
新北市,新店區,龜山里,KMT,2012,553,1112,0.4973021582733813
新北市,新店區,龜山里,KMT,2016,318,995,0.31959798994974875
新北市,新莊區,中信里,DPP,2012,2605,5311,0.4904914328751648
新北市,新莊區,中信里,DPP,2016,2965,4771,0.621463005659191
新北市,新莊區,中信里,KMT,2012,2533,5311,0.47693466390510264
新北市,新莊區,中信里,KMT,2016,1178,4771,0.24690840494655208
新北市,新莊區,中全里,DPP,2012,1338,2337,0.5725288831835686
新北市,新莊區,中全里,DPP,2016,1406,2119,0.6635205285512034
新北市,新莊區,中全里,KMT,2012,917,2337,0.3923833975181857
新北市,新莊區,中全里,KMT,2016,407,2119,0.19207173194903257
新北市,新莊區,中原里,DPP,2012,2688,5618,0.4784620861516554
新北市,新莊區,中原里,DPP,2016,3173,5281,0.6008331755349365
新北市,新莊區,中原里,KMT,2012,2740,5618,0.4877180491278035
新北市,新莊區,中原里,KMT,2016,1384,5281,0.2620715773527741
新北市,新莊區,中和里,DPP,2012,1684,3143,0.5357938275532931
新北市,新莊區,中和里,DPP,2016,1706,2778,0.6141108711303096
新北市,新莊區,中和里,KMT,2012,1367,3143,0.434934775692014
新北市,新莊區,中和里,KMT,2016,732,2778,0.2634989200863931
新北市,新莊區,中宏里,DPP,2012,1166,2372,0.49156829679595276
新北市,新莊區,中宏里,DPP,2016,1312,2129,0.6162517613903241
新北市,新莊區,中宏里,KMT,2012,1128,2372,0.47554806070826305
新北市,新莊區,中宏里,KMT,2016,527,2129,0.24753405354626584
新北市,新莊區,中平里,DPP,2012,2103,4876,0.43129614438063985
新北市,新莊區,中平里,DPP,2016,2532,4496,0.5631672597864769
新北市,新莊區,中平里,KMT,2012,2621,4876,0.5375307629204266
新北市,新莊區,中平里,KMT,2016,1330,4496,0.2958185053380783
新北市,新莊區,中泰里,DPP,2012,1640,3004,0.5459387483355526
新北市,新莊區,中泰里,DPP,2016,1675,2636,0.6354324734446131
新北市,新莊區,中泰里,KMT,2012,1266,3004,0.4214380825565912
新北市,新莊區,中泰里,KMT,2016,597,2636,0.22647951441578149
新北市,新莊區,中港里,DPP,2012,1874,4022,0.4659373446046743
新北市,新莊區,中港里,DPP,2016,2170,3653,0.5940323022173556
新北市,新莊區,中港里,KMT,2012,2024,4022,0.5032322227747389
新北市,新莊區,中港里,KMT,2016,1015,3653,0.27785381877908566
新北市,新莊區,中美里,DPP,2012,1886,3747,0.5033360021350414
新北市,新莊區,中美里,DPP,2016,2123,3440,0.6171511627906977
新北市,新莊區,中美里,KMT,2012,1747,3747,0.4662396583933814
新北市,新莊區,中美里,KMT,2016,878,3440,0.2552325581395349
新北市,新莊區,中華里,DPP,2012,827,1700,0.4864705882352941
新北市,新莊區,中華里,DPP,2016,936,1576,0.5939086294416244
新北市,新莊區,中華里,KMT,2012,818,1700,0.4811764705882353
新北市,新莊區,中華里,KMT,2016,430,1576,0.27284263959390864
新北市,新莊區,中誠里,DPP,2012,796,1434,0.5550906555090656
新北市,新莊區,中誠里,DPP,2016,808,1253,0.644852354349561
新北市,新莊區,中誠里,KMT,2012,593,1434,0.41352859135285913
新北市,新莊區,中誠里,KMT,2016,283,1253,0.22585794094173983
新北市,新莊區,中隆里,DPP,2012,1240,2581,0.4804339403332042
新北市,新莊區,中隆里,DPP,2016,1499,2435,0.615605749486653
新北市,新莊區,中隆里,KMT,2012,1256,2581,0.48663308795040683
新北市,新莊區,中隆里,KMT,2016,664,2435,0.2726899383983573
新北市,新莊區,丹鳳里,DPP,2012,2051,4516,0.454162976085031
新北市,新莊區,丹鳳里,DPP,2016,2438,4281,0.569493109086662
新北市,新莊區,丹鳳里,KMT,2012,2301,4516,0.5095217006200177
新北市,新莊區,丹鳳里,KMT,2016,1227,4281,0.28661527680448495
新北市,新莊區,仁愛里,DPP,2012,981,1840,0.5331521739130435
新北市,新莊區,仁愛里,DPP,2016,972,1567,0.620293554562859
新北市,新莊區,仁愛里,KMT,2012,805,1840,0.4375
新北市,新莊區,仁愛里,KMT,2016,417,1567,0.26611359285258457
新北市,新莊區,仁義里,DPP,2012,1317,2349,0.5606641123882503
新北市,新莊區,仁義里,DPP,2016,1414,2160,0.6546296296296297
新北市,新莊區,仁義里,KMT,2012,960,2349,0.4086845466155811
新北市,新莊區,仁義里,KMT,2016,527,2160,0.2439814814814815
新北市,新莊區,信義里,DPP,2012,1719,3483,0.4935400516795866
新北市,新莊區,信義里,DPP,2016,1837,3050,0.6022950819672132
新北市,新莊區,信義里,KMT,2012,1656,3483,0.4754521963824289
新北市,新莊區,信義里,KMT,2016,821,3050,0.26918032786885243
新北市,新莊區,光和里,DPP,2012,915,1695,0.5398230088495575
新北市,新莊區,光和里,DPP,2016,1053,1642,0.6412911084043849
新北市,新莊區,光和里,KMT,2012,716,1695,0.4224188790560472
新北市,新莊區,光和里,KMT,2016,372,1642,0.22655298416565164
新北市,新莊區,光明里,DPP,2012,1265,2580,0.4903100775193798
新北市,新莊區,光明里,DPP,2016,1450,2464,0.588474025974026
新北市,新莊區,光明里,KMT,2012,1222,2580,0.47364341085271316
新北市,新莊區,光明里,KMT,2016,663,2464,0.2690746753246753
新北市,新莊區,光榮里,DPP,2012,1208,2598,0.4649730561970747
新北市,新莊區,光榮里,DPP,2016,1405,2434,0.5772391125718981
新北市,新莊區,光榮里,KMT,2012,1292,2598,0.4973056197074673
新北市,新莊區,光榮里,KMT,2016,720,2434,0.29580936729663104
新北市,新莊區,光正里,DPP,2012,1220,2533,0.48164232135807344
新北市,新莊區,光正里,DPP,2016,1442,2474,0.5828617623282134
新北市,新莊區,光正里,KMT,2012,1230,2533,0.4855902092380576
新北市,新莊區,光正里,KMT,2016,697,2474,0.2817299919159256
新北市,新莊區,光華里,DPP,2012,1926,4020,0.4791044776119403
新北市,新莊區,光華里,DPP,2016,2327,3890,0.5982005141388175
新北市,新莊區,光華里,KMT,2012,1955,4020,0.486318407960199
新北市,新莊區,光華里,KMT,2016,1063,3890,0.2732647814910026
新北市,新莊區,全安里,DPP,2012,1471,2991,0.49180875961216985
新北市,新莊區,全安里,DPP,2016,1599,2648,0.6038519637462235
新北市,新莊區,全安里,KMT,2012,1417,2991,0.47375459712470747
新北市,新莊區,全安里,KMT,2016,697,2648,0.26321752265861026
新北市,新莊區,全泰里,DPP,2012,1467,3476,0.42203682393555814
新北市,新莊區,全泰里,DPP,2016,1677,3068,0.5466101694915254
新北市,新莊區,全泰里,KMT,2012,1910,3476,0.549482163406214
新北市,新莊區,全泰里,KMT,2016,1011,3068,0.32953063885267275
新北市,新莊區,八德里,DPP,2012,986,1997,0.49374061091637456
新北市,新莊區,八德里,DPP,2016,1048,1729,0.6061307113938693
新北市,新莊區,八德里,KMT,2012,946,1997,0.47371056584877314
新北市,新莊區,八德里,KMT,2016,433,1729,0.25043377674956624
新北市,新莊區,化成里,DPP,2012,1070,1981,0.5401312468450278
新北市,新莊區,化成里,DPP,2016,1264,1977,0.6393525543753161
新北市,新莊區,化成里,KMT,2012,853,1981,0.43059061080262495
新北市,新莊區,化成里,KMT,2016,469,1977,0.2372281234193222
新北市,新莊區,南港里,DPP,2012,1545,3284,0.470462850182704
新北市,新莊區,南港里,DPP,2016,1776,2999,0.5921973991330444
新北市,新莊區,南港里,KMT,2012,1620,3284,0.4933008526187576
新北市,新莊區,南港里,KMT,2016,817,2999,0.27242414138046017
新北市,新莊區,合鳳里,DPP,2012,1400,2865,0.4886561954624782
新北市,新莊區,合鳳里,DPP,2016,1538,2539,0.6057502953918865
新北市,新莊區,合鳳里,KMT,2012,1357,2865,0.4736474694589878
新北市,新莊區,合鳳里,KMT,2016,646,2539,0.2544308782985427
新北市,新莊區,和平里,DPP,2012,1727,3171,0.5446231472721539
新北市,新莊區,和平里,DPP,2016,1817,2812,0.6461593172119487
新北市,新莊區,和平里,KMT,2012,1333,3171,0.42037212235887733
新北市,新莊區,和平里,KMT,2016,670,2812,0.23826458036984352
新北市,新莊區,四維里,DPP,2012,1504,2865,0.524956369982548
新北市,新莊區,四維里,DPP,2016,1604,2517,0.6372665872069925
新北市,新莊區,四維里,KMT,2012,1261,2865,0.44013961605584645
新北市,新莊區,四維里,KMT,2016,590,2517,0.23440603893524037
新北市,新莊區,國泰里,DPP,2012,465,1041,0.44668587896253603
新北市,新莊區,國泰里,DPP,2016,532,920,0.5782608695652174
新北市,新莊區,國泰里,KMT,2012,537,1041,0.515850144092219
新北市,新莊區,國泰里,KMT,2016,260,920,0.2826086956521739
新北市,新莊區,富國里,DPP,2012,825,1554,0.5308880308880309
新北市,新莊區,富國里,DPP,2016,916,1457,0.6286890871654084
新北市,新莊區,富國里,KMT,2012,674,1554,0.4337194337194337
新北市,新莊區,富國里,KMT,2016,339,1457,0.23266986959505834
新北市,新莊區,富民里,DPP,2012,1085,2316,0.4684801381692573
新北市,新莊區,富民里,DPP,2016,1246,2119,0.588013213780085
新北市,新莊區,富民里,KMT,2012,1157,2316,0.4995682210708117
新北市,新莊區,富民里,KMT,2016,579,2119,0.2732420953279849
新北市,新莊區,幸福里,DPP,2012,1532,2823,0.5426850867871059
新北市,新莊區,幸福里,DPP,2016,1625,2501,0.6497401039584166
新北市,新莊區,幸福里,KMT,2012,1214,2823,0.4300389656393907
新北市,新莊區,幸福里,KMT,2016,581,2501,0.23230707716913235
新北市,新莊區,建安里,DPP,2012,1778,3693,0.48145139453019226
新北市,新莊區,建安里,DPP,2016,2185,3622,0.6032578685808946
新北市,新莊區,建安里,KMT,2012,1799,3693,0.48713782832385594
新北市,新莊區,建安里,KMT,2016,948,3622,0.26173384870237437
新北市,新莊區,建福里,DPP,2012,828,1713,0.48336252189141854
新北市,新莊區,建福里,DPP,2016,897,1572,0.5706106870229007
新北市,新莊區,建福里,KMT,2012,816,1713,0.4763572679509632
新北市,新莊區,建福里,KMT,2016,433,1572,0.27544529262086515
新北市,新莊區,後德里,DPP,2012,907,2016,0.44990079365079366
新北市,新莊區,後德里,DPP,2016,1106,1905,0.5805774278215223
新北市,新莊區,後德里,KMT,2012,1052,2016,0.5218253968253969
新北市,新莊區,後德里,KMT,2016,531,1905,0.27874015748031494
新北市,新莊區,後港里,DPP,2012,2187,4483,0.4878429623020299
新北市,新莊區,後港里,DPP,2016,2527,4225,0.5981065088757397
新北市,新莊區,後港里,KMT,2012,2133,4483,0.4757974570600045
新北市,新莊區,後港里,KMT,2016,1103,4225,0.2610650887573964
新北市,新莊區,忠孝里,DPP,2012,1496,3111,0.4808743169398907
新北市,新莊區,忠孝里,DPP,2016,1689,2859,0.5907660020986358
新北市,新莊區,忠孝里,KMT,2012,1515,3111,0.4869816779170685
新北市,新莊區,忠孝里,KMT,2016,806,2859,0.28191675410982864
新北市,新莊區,思源里,DPP,2012,1842,3459,0.5325238508239376
新北市,新莊區,思源里,DPP,2016,1995,3160,0.6313291139240507
新北市,新莊區,思源里,KMT,2012,1519,3459,0.4391442613472102
新北市,新莊區,思源里,KMT,2016,758,3160,0.239873417721519
新北市,新莊區,思賢里,DPP,2012,1362,2746,0.4959941733430444
新北市,新莊區,思賢里,DPP,2016,1512,2550,0.5929411764705882
新北市,新莊區,思賢里,KMT,2012,1299,2746,0.4730517115804807
新北市,新莊區,思賢里,KMT,2016,712,2550,0.2792156862745098
新北市,新莊區,恆安里,DPP,2012,1271,2835,0.44832451499118164
新北市,新莊區,恆安里,DPP,2016,1493,2619,0.5700649102710958
新北市,新莊區,恆安里,KMT,2012,1475,2835,0.5202821869488536
新北市,新莊區,恆安里,KMT,2016,778,2619,0.29705994654448264
新北市,新莊區,成德里,DPP,2012,1452,3027,0.4796828543111992
新北市,新莊區,成德里,DPP,2016,1619,2752,0.5882994186046512
新北市,新莊區,成德里,KMT,2012,1482,3027,0.489593657086224
新北市,新莊區,成德里,KMT,2016,719,2752,0.2612645348837209
新北市,新莊區,文德里,DPP,2012,546,1153,0.4735472679965308
新北市,新莊區,文德里,DPP,2016,589,1066,0.5525328330206379
新北市,新莊區,文德里,KMT,2012,565,1153,0.4900260190806591
新北市,新莊區,文德里,KMT,2016,337,1066,0.31613508442776733
新北市,新莊區,文明里,DPP,2012,635,1290,0.49224806201550386
新北市,新莊區,文明里,DPP,2016,675,1108,0.6092057761732852
新北市,新莊區,文明里,KMT,2012,613,1290,0.4751937984496124
新北市,新莊區,文明里,KMT,2016,288,1108,0.259927797833935
新北市,新莊區,文聖里,DPP,2012,994,2405,0.41330561330561333
新北市,新莊區,文聖里,DPP,2016,1163,2178,0.5339761248852158
新北市,新莊區,文聖里,KMT,2012,1313,2405,0.5459459459459459
新北市,新莊區,文聖里,KMT,2016,747,2178,0.34297520661157027
新北市,新莊區,文衡里,DPP,2012,719,1469,0.48944860449285227
新北市,新莊區,文衡里,DPP,2016,789,1319,0.5981804397270659
新北市,新莊區,文衡里,KMT,2012,704,1469,0.4792375765827093
新北市,新莊區,文衡里,KMT,2016,373,1319,0.28278999241849884
新北市,新莊區,昌信里,DPP,2012,1013,2222,0.45589558955895587
新北市,新莊區,昌信里,DPP,2016,1198,1991,0.6017076845806127
新北市,新莊區,昌信里,KMT,2012,1158,2222,0.5211521152115212
新北市,新莊區,昌信里,KMT,2016,528,1991,0.26519337016574585
新北市,新莊區,昌平里,DPP,2012,1056,2590,0.40772200772200773
新北市,新莊區,昌平里,DPP,2016,1595,2934,0.543626448534424
新北市,新莊區,昌平里,KMT,2012,1426,2590,0.5505791505791506
新北市,新莊區,昌平里,KMT,2016,937,2934,0.31935923653715065
新北市,新莊區,昌明里,DPP,2012,1197,2365,0.5061310782241015
新北市,新莊區,昌明里,DPP,2016,1326,2138,0.6202057998129092
新北市,新莊區,昌明里,KMT,2012,1094,2365,0.4625792811839323
新北市,新莊區,昌明里,KMT,2016,552,2138,0.25818521983161835
新北市,新莊區,昌隆里,DPP,2012,1150,2598,0.4426481909160893
新北市,新莊區,昌隆里,DPP,2016,1411,2419,0.583298883836296
新北市,新莊區,昌隆里,KMT,2012,1351,2598,0.5200153964588144
新北市,新莊區,昌隆里,KMT,2016,689,2419,0.284828441504754
新北市,新莊區,榮和里,DPP,2012,939,2079,0.45165945165945165
新北市,新莊區,榮和里,DPP,2016,932,1685,0.5531157270029674
新北市,新莊區,榮和里,KMT,2012,1081,2079,0.51996151996152
新北市,新莊區,榮和里,KMT,2016,557,1685,0.3305637982195846
新北市,新莊區,民全里,DPP,2012,1078,2297,0.4693077927731824
新北市,新莊區,民全里,DPP,2016,1326,2146,0.6178937558247903
新北市,新莊區,民全里,KMT,2012,1150,2297,0.5006530256856769
新北市,新莊區,民全里,KMT,2016,568,2146,0.2646784715750233
新北市,新莊區,民安里,DPP,2012,1581,3448,0.45852668213457076
新北市,新莊區,民安里,DPP,2016,1947,3389,0.5745057539097079
新北市,新莊區,民安里,KMT,2012,1766,3448,0.5121809744779582
新北市,新莊區,民安里,KMT,2016,972,3389,0.2868102685157864
新北市,新莊區,民有里,DPP,2012,1098,2364,0.46446700507614214
新北市,新莊區,民有里,DPP,2016,1305,2239,0.5828494863778473
新北市,新莊區,民有里,KMT,2012,1199,2364,0.5071912013536379
新北市,新莊區,民有里,KMT,2016,597,2239,0.266636891469406
新北市,新莊區,民本里,DPP,2012,1082,1967,0.5500762582613117
新北市,新莊區,民本里,DPP,2016,1171,1770,0.6615819209039548
新北市,新莊區,民本里,KMT,2012,815,1967,0.41433655312658874
新北市,新莊區,民本里,KMT,2016,377,1770,0.21299435028248587
新北市,新莊區,泰豐里,DPP,2012,691,1573,0.4392879847425302
新北市,新莊區,泰豐里,DPP,2016,785,1371,0.5725747629467542
新北市,新莊區,泰豐里,KMT,2012,826,1573,0.5251112523839797
新北市,新莊區,泰豐里,KMT,2016,392,1371,0.2859226841721371
新北市,新莊區,海山里,DPP,2012,1743,3567,0.488645920941968
新北市,新莊區,海山里,DPP,2016,1877,3183,0.5896952560477537
新北市,新莊區,海山里,KMT,2012,1728,3567,0.48444070647603027
新北市,新莊區,海山里,KMT,2016,925,3183,0.2906063462142633
新北市,新莊區,營盤里,DPP,2012,829,1649,0.5027289266221953
新北市,新莊區,營盤里,DPP,2016,905,1459,0.6202878684030158
新北市,新莊區,營盤里,KMT,2012,772,1649,0.4681625227410552
新北市,新莊區,營盤里,KMT,2016,366,1459,0.25085675119945167
新北市,新莊區,瓊林里,DPP,2012,2022,3781,0.534779158952658
新北市,新莊區,瓊林里,DPP,2016,2246,3424,0.6559579439252337
新北市,新莊區,瓊林里,KMT,2012,1648,3781,0.43586352816715157
新北市,新莊區,瓊林里,KMT,2016,834,3424,0.2435747663551402
新北市,新莊區,祥鳳里,DPP,2012,679,1441,0.4712005551700208
新北市,新莊區,祥鳳里,DPP,2016,785,1355,0.5793357933579336
新北市,新莊區,祥鳳里,KMT,2012,719,1441,0.4989590562109646
新北市,新莊區,祥鳳里,KMT,2016,373,1355,0.27527675276752767
新北市,新莊區,福基里,DPP,2012,916,1760,0.5204545454545455
