city_county,township_city,village,issued_votes_2016,population_2016,dpp_over_kmt_rates_2008,dpp_over_kmt_rates_2012,dpp_over_kmt_rates_2016,changes_at_2012,changes_at_2016,fullvill
彰化縣,芬園鄉,中崙村,604,905,-0.035868,0.123741,0.440397,0.159609,0.316656,彰化縣芬園鄉中崙村
彰化縣,芬園鄉,同安村,790,1182,0.113229,0.266138,0.44557,0.152909,0.179431,彰化縣芬園鄉同安村
彰化縣,芬園鄉,嘉興村,1151,1568,-0.136519,-0.010952,0.280626,0.125567,0.291577,彰化縣芬園鄉嘉興村
彰化縣,芬園鄉,圳墘村,462,657,0.170254,0.23506,0.474026,0.0648054,0.238966,彰化縣芬園鄉圳墘村
彰化縣,芬園鄉,大埔村,979,1372,-0.19195,-0.068,0.219612,0.12395,0.287612,彰化縣芬園鄉大埔村
彰化縣,芬園鄉,大竹村,672,984,0.121547,0.244477,0.46875,0.12293,0.224273,彰化縣芬園鄉大竹村
彰化縣,芬園鄉,楓坑村,418,569,-0.0808989,0.0509259,0.342105,0.131825,0.291179,彰化縣芬園鄉楓坑村
彰化縣,芬園鄉,溪頭村,1127,1608,0.0850168,0.183486,0.42236,0.0984694,0.238874,彰化縣芬園鄉溪頭村
彰化縣,芬園鄉,社口村,1663,2352,-0.122625,-0.0292599,0.243536,0.0933653,0.272796,彰化縣芬園鄉社口村
彰化縣,芬園鄉,竹林村,1208,1683,-0.178282,-0.0772262,0.29553,0.101056,0.372756,彰化縣芬園鄉竹林村
彰化縣,芬園鄉,縣庄村,768,1102,0.166667,0.272059,0.526042,0.105392,0.253983,彰化縣芬園鄉縣庄村
彰化縣,芬園鄉,舊社村,1151,1743,-0.155608,-0.0259434,0.303215,0.129665,0.329158,彰化縣芬園鄉舊社村
彰化縣,芬園鄉,芬園村,631,885,0.00613496,0.123563,0.37401,0.117428,0.250446,彰化縣芬園鄉芬園村
彰化縣,芬園鄉,茄荖村,1582,2303,-0.0767908,0.0411594,0.334387,0.11795,0.293227,彰化縣芬園鄉茄荖村
彰化縣,芬園鄉,進芬村,682,961,-0.0784883,0.0730027,0.304985,0.151491,0.231983,彰化縣芬園鄉進芬村
彰化縣,花壇鄉,三春村,1194,1796,-0.27476,-0.134868,0.246231,0.139892,0.3811,彰化縣花壇鄉三春村
彰化縣,花壇鄉,中口村,480,676,0.0686869,0.127701,0.272917,0.0590144,0.145215,彰化縣花壇鄉中口村
彰化縣,花壇鄉,中庄村,1661,2363,-0.231714,-0.147159,0.157736,0.084555,0.304895,彰化縣花壇鄉中庄村
彰化縣,花壇鄉,劉厝村,746,1009,0.106667,0.166452,0.392761,0.0597849,0.22631,彰化縣花壇鄉劉厝村
彰化縣,花壇鄉,北口村,1187,1734,-0.146024,-0.0349108,0.226622,0.111114,0.261533,彰化縣花壇鄉北口村
彰化縣,花壇鄉,南口村,1162,1691,-0.242168,-0.127133,0.232358,0.115035,0.359491,彰化縣花壇鄉南口村
彰化縣,花壇鄉,岩竹村,859,1273,-0.169888,0.00866738,0.266589,0.178555,0.257922,彰化縣花壇鄉岩竹村
彰化縣,花壇鄉,崙雅村,992,1384,-0.0299345,0.0359572,0.333669,0.0658918,0.297712,彰化縣花壇鄉崙雅村
彰化縣,花壇鄉,文德村,1979,2837,-0.225412,-0.124623,0.261748,0.100789,0.386372,彰化縣花壇鄉文德村
彰化縣,花壇鄉,橋頭村,2158,3194,-0.275274,-0.190702,0.189064,0.0845718,0.379766,彰化縣花壇鄉橋頭村
彰化縣,花壇鄉,永春村,1112,1773,-0.316062,-0.163404,0.134892,0.152658,0.298296,彰化縣花壇鄉永春村
彰化縣,花壇鄉,灣東村,630,925,-0.173669,-0.131004,0.293651,0.0426651,0.424655,彰化縣花壇鄉灣東村
彰化縣,花壇鄉,灣雅村,576,863,-0.367013,-0.257862,0.189236,0.109152,0.447098,彰化縣花壇鄉灣雅村
彰化縣,花壇鄉,白沙村,2916,4379,-0.295751,-0.171925,0.207819,0.123826,0.379744,彰化縣花壇鄉白沙村
彰化縣,花壇鄉,花壇村,2186,3139,-0.206329,-0.139189,0.222324,0.0671394,0.361513,彰化縣花壇鄉花壇村
彰化縣,花壇鄉,金墩村,1220,1785,-0.14585,-0.039627,0.235246,0.106223,0.274873,彰化縣花壇鄉金墩村
彰化縣,花壇鄉,長春村,984,1532,-0.211818,-0.158879,0.223577,0.0529397,0.382456,彰化縣花壇鄉長春村
彰化縣,花壇鄉,長沙村,3225,4719,-0.297576,-0.162426,0.165271,0.13515,0.327697,彰化縣花壇鄉長沙村
彰化縣,芳苑鄉,三合村,1278,2069,-0.193985,-0.0927152,0.310642,0.10127,0.403357,彰化縣芳苑鄉三合村
彰化縣,芳苑鄉,三成村,594,997,0.0145773,0.149123,0.390572,0.134546,0.24145,彰化縣芳苑鄉三成村
彰化縣,芳苑鄉,五俊村,244,478,-0.0650685,0.0791367,0.409836,0.144205,0.330699,彰化縣芳苑鄉五俊村
彰化縣,芳苑鄉,仁愛村,445,749,-0.0626087,-0.00185186,0.242697,0.0607568,0.244548,彰化縣芳苑鄉仁愛村
彰化縣,芳苑鄉,信義村,306,567,-0.228571,-0.0923913,0.24183,0.13618,0.334221,彰化縣芳苑鄉信義村
彰化縣,芳苑鄉,博愛村,432,677,0.171004,0.302575,0.525463,0.131571,0.222888,彰化縣芳苑鄉博愛村
彰化縣,芳苑鄉,和平村,440,770,0.13197,0.26694,0.470455,0.13497,0.203514,彰化縣芳苑鄉和平村
彰化縣,芳苑鄉,崙腳村,430,736,-0.357143,-0.176591,0.251163,0.180551,0.427754,彰化縣芳苑鄉崙腳村
彰化縣,芳苑鄉,建平村,1230,2081,-0.127006,0.0157068,0.358537,0.142713,0.34283,彰化縣芳苑鄉建平村
彰化縣,芳苑鄉,後寮村,575,937,-0.339706,-0.276949,0.17913,0.0627573,0.456079,彰化縣芳苑鄉後寮村
彰化縣,芳苑鄉,文津村,539,1017,-0.17847,0.0193165,0.363636,0.197787,0.34432,彰化縣芳苑鄉文津村
彰化縣,芳苑鄉,新寶村,967,1596,-0.0572183,0.111619,0.427094,0.168838,0.315475,彰化縣芳苑鄉新寶村
彰化縣,芳苑鄉,新生村,803,1337,0.0672854,0.202153,0.427148,0.134868,0.224995,彰化縣芳苑鄉新生村
彰化縣,芳苑鄉,新街村,410,838,0.214539,0.354902,0.531707,0.140363,0.176805,彰化縣芳苑鄉新街村
彰化縣,芳苑鄉,民生村,389,667,0.198819,0.334746,0.573265,0.135927,0.238519,彰化縣芳苑鄉民生村
彰化縣,芳苑鄉,永興村,827,1361,-0.024565,0.0448087,0.279323,0.0693737,0.234514,彰化縣芳苑鄉永興村
彰化縣,芳苑鄉,漢寶村,2271,3096,-0.0629336,0.111823,0.38177,0.174756,0.269947,彰化縣芳苑鄉漢寶村
彰化縣,芳苑鄉,王功村,1251,2077,0.192414,0.337966,0.547562,0.145553,0.209596,彰化縣芳苑鄉王功村
彰化縣,芳苑鄉,福榮村,366,601,0.0869565,0.130751,0.363388,0.0437941,0.232637,彰化縣芳苑鄉福榮村
彰化縣,芳苑鄉,興仁村,750,1279,0.228538,0.331701,0.550667,0.103163,0.218965,彰化縣芳苑鄉興仁村
彰化縣,芳苑鄉,芳中村,271,412,0.0214724,0.150502,0.324723,0.129029,0.174222,彰化縣芳苑鄉芳中村
彰化縣,芳苑鄉,芳苑村,521,942,-0.0279412,0.0305085,0.333973,0.0584496,0.303465,彰化縣芳苑鄉芳苑村
彰化縣,芳苑鄉,草湖村,861,1417,-0.184959,-0.0809371,0.255517,0.104022,0.336454,彰化縣芳苑鄉草湖村
彰化縣,芳苑鄉,路上村,386,684,-0.213115,0.0175824,0.292746,0.230697,0.275164,彰化縣芳苑鄉路上村
彰化縣,芳苑鄉,路平村,479,718,-0.255639,-0.154309,0.146138,0.10133,0.300446,彰化縣芳苑鄉路平村
彰化縣,芳苑鄉,頂廍村,338,580,,,0.269231,,,彰化縣芳苑鄉頂廍村
彰化縣,鹿港鎮,中興里,343,491,0.122302,0.210784,0.434402,0.0884821,0.223618,彰化縣鹿港鎮中興里
彰化縣,鹿港鎮,埔崙里,3239,4572,0.0872175,0.171775,0.421118,0.0845577,0.249342,彰化縣鹿港鎮埔崙里
彰化縣,鹿港鎮,大有里,776,1121,0.0847458,0.132503,0.404639,0.0477571,0.272136,彰化縣鹿港鎮大有里
彰化縣,鹿港鎮,山崙里,2143,2959,0.0146018,0.100044,0.351843,0.0854419,0.2518,彰化縣鹿港鎮山崙里
彰化縣,鹿港鎮,廖厝里,2598,3842,-0.166537,-0.0763494,0.261355,0.0901875,0.337704,彰化縣鹿港鎮廖厝里
彰化縣,鹿港鎮,新宮里,672,899,0.278296,0.34221,0.488095,0.0639148,0.145885,彰化縣鹿港鎮新宮里
彰化縣,鹿港鎮,景福里,782,1109,-0.0736962,-0.0489433,0.250639,0.0247529,0.299583,彰化縣鹿港鎮景福里
彰化縣,鹿港鎮,東崎里,3232,4770,-0.0709306,0.0432665,0.310334,0.114197,0.267068,彰化縣鹿港鎮東崎里
彰化縣,鹿港鎮,東石里,2788,4017,0.132208,0.227333,0.459828,0.0951252,0.232495,彰化縣鹿港鎮東石里
彰化縣,鹿港鎮,永安里,3052,4302,-0.0307692,0.0585502,0.343054,0.0893194,0.284504,彰化縣鹿港鎮永安里
彰化縣,鹿港鎮,泰興里,883,1175,-0.0455027,-0.0267094,0.272933,0.0187933,0.299643,彰化縣鹿港鎮泰興里
彰化縣,鹿港鎮,洋厝里,1717,2350,0.0493899,0.102052,0.344205,0.0526619,0.242153,彰化縣鹿港鎮洋厝里
彰化縣,鹿港鎮,洛津里,565,843,0.0682731,0.169565,0.384071,0.101292,0.214506,彰化縣鹿港鎮洛津里
彰化縣,鹿港鎮,海埔里,2246,3339,-0.0411612,0.0760425,0.381122,0.117204,0.305079,彰化縣鹿港鎮海埔里
彰化縣,鹿港鎮,溝墘里,2768,3942,-0.275776,-0.138022,0.227962,0.137754,0.365984,彰化縣鹿港鎮溝墘里
彰化縣,鹿港鎮,玉順里,843,1170,0.135163,0.237899,0.436536,0.102737,0.198637,彰化縣鹿港鎮玉順里
彰化縣,鹿港鎮,興化里,393,563,-0.041841,0.0397351,0.307888,0.0815761,0.268153,彰化縣鹿港鎮興化里
彰化縣,鹿港鎮,草中里,2103,3040,-0.220756,-0.112565,0.158345,0.108191,0.270911,彰化縣鹿港鎮草中里
彰化縣,鹿港鎮,菜園里,709,939,0.198464,0.293035,0.533145,0.0945719,0.24011,彰化縣鹿港鎮菜園里
彰化縣,鹿港鎮,街尾里,1509,2090,0.034549,0.106593,0.361166,0.0720437,0.254574,彰化縣鹿港鎮街尾里
彰化縣,鹿港鎮,詔安里,1256,1837,-0.0479285,0.0872534,0.333599,0.135182,0.246345,彰化縣鹿港鎮詔安里
彰化縣,鹿港鎮,郭厝里,374,538,0.0511628,0.120455,0.40107,0.0692918,0.280615,彰化縣鹿港鎮郭厝里
彰化縣,鹿港鎮,長興里,187,269,-0.126582,-0.0289855,0.203209,0.0975968,0.232194,彰化縣鹿港鎮長興里
彰化縣,鹿港鎮,頂厝里,4864,7034,-0.0169971,0.0658719,0.371299,0.0828691,0.305427,彰化縣鹿港鎮頂厝里
彰化縣,鹿港鎮,頂番里,2468,3615,-0.245394,-0.134339,0.222042,0.111054,0.356381,彰化縣鹿港鎮頂番里
彰化縣,鹿港鎮,順興里,621,907,-0.00283688,0.0596797,0.286634,0.0625166,0.226955,彰化縣鹿港鎮順興里
彰化縣,鹿港鎮,頭南里,1395,2054,-0.242052,-0.13253,0.180645,0.109522,0.313175,彰化縣鹿港鎮頭南里
彰化縣,鹿港鎮,頭崙里,1653,2433,-0.213189,-0.0856839,0.2317,0.127505,0.317384,彰化縣鹿港鎮頭崙里
彰化縣,鹿港鎮,龍山里,488,664,0.0566372,0.107209,0.366803,0.0505717,0.259594,彰化縣鹿港鎮龍山里
新北市,三峽區,三峽里,201,281,,0.0,0.179104,,0.179104,新北市三峽區三峽里
新北市,三峽區,中埔里,1453,2240,,-0.0880748,0.20234,,0.290415,新北市三峽區中埔里
新北市,三峽區,中正里,2801,4292,,-0.0435511,0.280614,,0.324165,新北市三峽區中正里
新北市,三峽區,二鬮里,1843,2949,,-0.227557,0.123169,,0.350726,新北市三峽區二鬮里
新北市,三峽區,五寮里,537,841,,0.0833334,0.288641,,0.205307,新北市三峽區五寮里
新北市,三峽區,介壽里,3350,5511,,-0.0158777,0.335224,,0.351102,新北市三峽區介壽里
新北市,三峽區,八張里,2213,3202,,-0.00783771,0.267058,,0.274896,新北市三峽區八張里
新北市,三峽區,嘉添里,1475,2278,,-0.236353,0.0657627,,0.302115,新北市三峽區嘉添里
新北市,三峽區,大埔里,2249,3485,,-0.115818,0.200978,,0.316796,新北市三峽區大埔里
新北市,三峽區,安坑里,879,1285,,0.220021,0.501706,,0.281686,新北市三峽區安坑里
新北市,三峽區,安溪里,3885,6141,,-0.142303,0.233462,,0.375765,新北市三峽區安溪里
新北市,三峽區,弘道里,721,1036,,0.186916,0.410541,,0.223625,新北市三峽區弘道里
新北市,三峽區,成福里,640,852,,0.151938,0.351562,,0.199624,新北市三峽區成福里
新北市,三峽區,插角里,485,712,,0.211503,0.356701,,0.145198,新北市三峽區插角里
新北市,三峽區,有木里,466,727,,0.276892,0.386266,,0.109374,新北市三峽區有木里
新北市,三峽區,永舘里,4137,6134,,,0.267343,,,新北市三峽區永舘里
新北市,三峽區,添福里,695,1033,,0.125819,0.391367,,0.265548,新北市三峽區添福里
新北市,三峽區,溪北里,1412,1999,,0.118138,0.366856,,0.248718,新北市三峽區溪北里
新北市,三峽區,溪南里,948,1342,,0.130793,0.387131,,0.256338,新北市三峽區溪南里
新北市,三峽區,溪東里,1756,2627,,-0.0565217,0.208428,,0.26495,新北市三峽區溪東里
新北市,三峽區,礁溪里,2966,4589,,-0.0810897,0.265003,,0.346093,新北市三峽區礁溪里
新北市,三峽區,秀川里,373,563,,-0.128065,0.19571,,0.323776,新北市三峽區秀川里
新北市,三峽區,竹崙里,1203,1865,,0.183908,0.435578,,0.25167,新北市三峽區竹崙里
新北市,三峽區,金圳里,319,483,,0.00617284,0.347962,,0.34179,新北市三峽區金圳里
新北市,三峽區,鳶山里,5219,8115,,-0.0670743,0.267484,,0.334558,新北市三峽區鳶山里
新北市,三峽區,龍埔里,4724,7281,,-0.0653482,0.255927,,0.321275,新北市三峽區龍埔里
新北市,三峽區,龍學里,6997,10570,,-0.301499,0.0598828,,0.361382,新北市三峽區龍學里
新北市,三峽區,龍恩里,2750,4382,,-0.324061,0.056,,0.380061,新北市三峽區龍恩里
新北市,三芝區,八賢里,211,327,,0.0859375,0.350711,,0.264773,新北市三芝區八賢里
新北市,三芝區,古庄里,613,980,,-0.150888,0.184339,,0.335227,新北市三芝區古庄里
新北市,三芝區,圓山里,331,533,,0.0243243,0.317221,,0.292896,新北市三芝區圓山里
新北市,三芝區,埔坪里,3474,5953,,-0.24843,0.0843408,,0.332771,新北市三芝區埔坪里
新北市,三芝區,埔頭里,2700,4428,,-0.214485,0.174444,,0.388929,新北市三芝區埔頭里
新北市,三芝區,店子里,420,606,,0.220779,0.395238,,0.174459,新北市三芝區店子里
新北市,三芝區,後厝里,1218,2012,,-0.228972,0.0106733,,0.239645,新北市三芝區後厝里
新北市,三芝區,新庄里,551,829,,-0.0898502,0.0580762,,0.147926,新北市三芝區新庄里
新北市,三芝區,橫山里,327,508,,-0.237864,0.0275229,,0.265387,新北市三芝區橫山里
新北市,三芝區,福德里,504,764,,-0.15534,0.117063,,0.272403,新北市三芝區福德里
新北市,三芝區,興華里,743,1151,,0.0487805,0.343203,,0.294423,新北市三芝區興華里
新北市,三芝區,茂長里,423,600,,-0.065,0.101655,,0.166655,新北市三芝區茂長里
新北市,三芝區,錫板里,498,722,,-0.0841122,0.242972,,0.327084,新北市三芝區錫板里
新北市,三重區,三安里,1638,2421,,0.0514469,0.355311,,0.303864,新北市三重區三安里
新北市,三重區,三民里,1906,2814,,0.0623836,0.362015,,0.299631,新北市三重區三民里
新北市,三重區,中央里,1139,1556,,0.143959,0.366989,,0.22303,新北市三重區中央里
新北市,三重區,中山里,1562,2313,,0.0229621,0.314341,,0.291378,新北市三重區中山里
新北市,三重區,中正里,906,1262,,-0.00707072,0.288079,,0.29515,新北市三重區中正里
新北市,三重區,中民里,804,1151,,-0.0769231,0.201493,,0.278416,新北市三重區中民里
新北市,三重區,中興里,2409,3301,,0.0758181,0.385637,,0.309819,新北市三重區中興里
新北市,三重區,二重里,982,1420,,0.172546,0.421589,,0.249043,新北市三重區二重里
新北市,三重區,五常里,2540,3589,,0.114736,0.391339,,0.276602,新北市三重區五常里
新北市,三重區,五福里,2142,3246,,0.0604631,0.36648,,0.306017,新北市三重區五福里
新北市,三重區,五華里,2997,4350,,0.111736,0.407074,,0.295338,新北市三重區五華里
新北市,三重區,五谷里,1131,1582,,0.084507,0.344828,,0.260321,新北市三重區五谷里
新北市,三重區,五順里,2299,3349,,0.101092,0.389735,,0.288643,新北市三重區五順里
新北市,三重區,仁德里,1211,1812,,0.09,0.377374,,0.287374,新北市三重區仁德里
新北市,三重區,仁忠里,1850,2758,,0.0565217,0.354595,,0.298073,新北市三重區仁忠里
新北市,三重區,仁義里,709,1014,,-0.00258398,0.248237,,0.250821,新北市三重區仁義里
新北市,三重區,仁華里,2571,3698,,0.0916844,0.385064,,0.29338,新北市三重區仁華里
新北市,三重區,介壽里,717,1045,,-0.0381407,0.25523,,0.293371,新北市三重區介壽里
新北市,三重區,信安里,1139,1713,,0.0440835,0.323968,,0.279885,新北市三重區信安里
新北市,三重區,光明里,4224,6181,,-0.0348561,0.262547,,0.297403,新北市三重區光明里
新北市,三重區,光榮里,889,1274,,-0.00101009,0.275591,,0.276601,新北市三重區光榮里
新北市,三重區,光正里,1441,2148,,-0.134155,0.195003,,0.329159,新北市三重區光正里
新北市,三重區,光田里,2877,3911,,-0.0167818,0.302398,,0.31918,新北市三重區光田里
新北市,三重區,光華里,1184,1742,,-0.0139296,0.297297,,0.311227,新北市三重區光華里
新北市,三重區,光輝里,975,1363,,-0.0292772,0.266667,,0.295944,新北市三重區光輝里
新北市,三重區,光陽里,4000,5485,,0.000711739,0.28275,,0.282038,新北市三重區光陽里
新北市,三重區,六合里,2284,3255,,0.00777,0.340631,,0.33286,新北市三重區六合里
新北市,三重區,六福里,3323,4766,,0.144392,0.419199,,0.274807,新北市三重區六福里
新北市,三重區,博愛里,2801,4027,,0.0144928,0.314888,,0.300395,新北市三重區博愛里
新北市,三重區,厚德里,2206,3020,,0.0717884,0.334995,,0.263207,新北市三重區厚德里
新北市,三重區,吉利里,878,1296,,-0.034413,0.280182,,0.314595,新北市三重區吉利里
新北市,三重區,同安里,829,1256,,-0.0433884,0.273824,,0.317212,新北市三重區同安里
新北市,三重區,同慶里,1093,1572,,-0.098374,0.215919,,0.314293,新北市三重區同慶里
新北市,三重區,國隆里,1716,2347,,0.00274423,0.267483,,0.264738,新北市三重區國隆里
新北市,三重區,培德里,2297,3236,,0.105304,0.377014,,0.271709,新北市三重區培德里
新北市,三重區,大同里,1137,1702,,-0.0498793,0.236588,,0.286467,新北市三重區大同里
新北市,三重區,大園里,1573,2257,,0.0753186,0.363001,,0.287682,新北市三重區大園里
新北市,三重區,大安里,963,1442,,-0.0565693,0.2108,,0.267369,新北市三重區大安里
新北市,三重區,大德里,515,736,,-0.013913,0.353398,,0.367311,新北市三重區大德里
新北市,三重區,大有里,3273,4684,,0.0564334,0.378552,,0.322118,新北市三重區大有里
新北市,三重區,奕壽里,1080,1580,,0.0931677,0.360185,,0.267018,新北市三重區奕壽里
新北市,三重區,安慶里,1327,1825,,0.105114,0.380558,,0.275444,新北市三重區安慶里
新北市,三重區,富福里,1156,1788,,0.10828,0.394464,,0.286183,新北市三重區富福里
新北市,三重區,富華里,1846,2769,,0.0653502,0.377031,,0.311681,新北市三重區富華里
新北市,三重區,富貴里,3492,5197,,-0.0320477,0.264605,,0.296652,新北市三重區富貴里
新北市,三重區,尚德里,1907,2711,,0.00674373,0.284216,,0.277472,新北市三重區尚德里
新北市,三重區,崇德里,2499,3541,,0.116558,0.398159,,0.281602,新北市三重區崇德里
新北市,三重區,平和里,948,1397,,0.0460653,0.278481,,0.232416,新北市三重區平和里
新北市,三重區,幸福里,2707,3954,,0.0650888,0.34614,,0.281051,新北市三重區幸福里
新北市,三重區,德厚里,287,384,,0.242718,0.421603,,0.178884,新北市三重區德厚里
新北市,三重區,忠孝里,1042,1535,,0.0810127,0.296545,,0.215532,新北市三重區忠孝里
新北市,三重區,慈化里,1505,2199,,0.0783848,0.38206,,0.303675,新北市三重區慈化里
新北市,三重區,慈惠里,1378,1942,,0.192871,0.486212,,0.293341,新北市三重區慈惠里
新北市,三重區,慈愛里,2177,3172,,0.120676,0.418466,,0.29779,新北市三重區慈愛里
新北市,三重區,慈生里,1478,2089,,0.0748926,0.344384,,0.269492,新北市三重區慈生里
新北市,三重區,慈祐里,2876,4045,,0.107907,0.405424,,0.297518,新北市三重區慈祐里
新北市,三重區,慈福里,1378,2030,,0.166013,0.418723,,0.25271,新北市三重區慈福里
新北市,三重區,成功里,3521,5053,,-0.0549924,0.252485,,0.307478,新北市三重區成功里
新北市,三重區,承德里,1147,1608,,0.0573356,0.290323,,0.232987,新北市三重區承德里
新北市,三重區,文化里,1505,2072,,0.0585774,0.318937,,0.260359,新北市三重區文化里
新北市,三重區,正安里,1219,1746,,0.000743508,0.313372,,0.312628,新北市三重區正安里
新北市,三重區,正德里,730,1011,,0.0865633,0.312329,,0.225765,新北市三重區正德里
新北市,三重區,正義里,1189,1620,,0.0886275,0.311186,,0.222558,新北市三重區正義里
新北市,三重區,民生里,2634,3740,,0.0761773,0.366743,,0.290565,新北市三重區民生里
新北市,三重區,永吉里,1774,2571,,0.0518292,0.334273,,0.282444,新北市三重區永吉里
新北市,三重區,永安里,2440,3455,,0.0593124,0.34918,,0.289868,新北市三重區永安里
新北市,三重區,永德里,2931,4222,,0.0977238,0.390993,,0.293269,新北市三重區永德里
新北市,三重區,永春里,1239,1678,,-0.0310136,0.27845,,0.309464,新北市三重區永春里
新北市,三重區,永清里,3242,4757,,0.149959,0.439235,,0.289276,新北市三重區永清里
新北市,三重區,永煇里,1626,2256,,0.217166,0.492005,,0.274839,新北市三重區永煇里
新北市,三重區,永發里,3552,4954,,0.125064,0.411036,,0.285972,新北市三重區永發里
新北市,三重區,永盛里,2005,2843,,0.167353,0.406983,,0.23963,新北市三重區永盛里
新北市,三重區,永福里,3196,4535,,0.135426,0.445244,,0.309818,新北市三重區永福里
新北市,三重區,永興里,807,1169,,-0.0317796,0.237918,,0.269698,新北市三重區永興里
新北市,三重區,永豐里,3281,4805,,0.127067,0.415422,,0.288355,新北市三重區永豐里
新北市,三重區,永順里,2879,4272,,0.119342,0.457103,,0.337762,新北市三重區永順里
新北市,三重區,清和里,2373,3314,,-0.0385532,0.275179,,0.313732,新北市三重區清和里
新北市,三重區,溪美里,4758,6774,,0.065039,0.361707,,0.296668,新北市三重區溪美里
新北市,三重區,瑞德里,1474,2063,,0.107825,0.386024,,0.278199,新北市三重區瑞德里
新北市,三重區,田中里,3849,5335,,0.155347,0.422188,,0.266841,新北市三重區田中里
新北市,三重區,田安里,3786,5306,,0.0214268,0.332013,,0.310586,新北市三重區田安里
新北市,三重區,田心里,2523,3595,,0.074226,0.380896,,0.30667,新北市三重區田心里
新北市,三重區,碧華里,3809,5709,,-0.0806672,0.29299,,0.373657,新北市三重區碧華里
新北市,三重區,福利里,1362,2023,,-0.0572438,0.256241,,0.313485,新北市三重區福利里
新北市,三重區,福安里,1868,2649,,0.094135,0.354925,,0.26079,新北市三重區福安里
新北市,三重區,福德里,2375,3370,,0.0533643,0.308632,,0.255267,新北市三重區福德里
新北市,三重區,福星里,617,901,,0.0766917,0.311183,,0.234491,新北市三重區福星里
新北市,三重區,福樂里,2177,3223,,0.106187,0.401929,,0.295742,新北市三重區福樂里
新北市,三重區,福民里,2055,3011,,0.0410415,0.351338,,0.310297,新北市三重區福民里
新北市,三重區,福田里,2315,3174,,0.122687,0.393952,,0.271265,新北市三重區福田里
新北市,三重區,福祉里,3218,4645,,-0.0183193,0.312617,,0.330936,新北市三重區福祉里
新北市,三重區,福隆里,2516,3757,,0.0593988,0.36407,,0.304671,新北市三重區福隆里
新北市,三重區,秀江里,832,1203,,0.0221286,0.282452,,0.260323,新北市三重區秀江里
新北市,三重區,立德里,2107,2933,,0.0893829,0.366872,,0.277489,新北市三重區立德里
新北市,三重區,維德里,1829,2543,,0.155364,0.441225,,0.28586,新北市三重區維德里
新北市,三重區,自強里,1191,1636,,0.0338164,0.358522,,0.324706,新北市三重區自強里
新北市,三重區,菜寮里,1351,1875,,0.0235849,0.3094,,0.285816,新北市三重區菜寮里
新北市,三重區,萬壽里,1293,1794,,-0.0408602,0.230472,,0.271332,新北市三重區萬壽里
新北市,三重區,谷王里,664,870,,0.152672,0.331325,,0.178654,新北市三重區谷王里
新北市,三重區,過田里,3724,8042,,-0.0923302,0.238185,,0.330515,新北市三重區過田里
新北市,三重區,重新里,906,1279,,0.171154,0.440397,,0.269243,新北市三重區重新里
新北市,三重區,重明里,2143,2980,,0.0191537,0.328511,,0.309358,新北市三重區重明里
新北市,三重區,重陽里,2228,3146,,0.00167224,0.302065,,0.300392,新北市三重區重陽里
新北市,三重區,錦安里,1124,1636,,0.0162037,0.287367,,0.271163,新北市三重區錦安里
新北市,三重區,錦江里,1498,2137,,0.0456227,0.340454,,0.294831,新北市三重區錦江里
新北市,三重區,錦田里,1229,1809,,0.103026,0.406021,,0.302995,新北市三重區錦田里
新北市,三重區,錦通里,993,1375,,0.0241287,0.271903,,0.247775,新北市三重區錦通里
新北市,三重區,長元里,1541,2188,,0.0628672,0.300454,,0.237587,新北市三重區長元里
新北市,三重區,長安里,1372,2007,,0.0169271,0.327988,,0.311061,新北市三重區長安里
新北市,三重區,長江里,1280,1817,,0.0745938,0.341406,,0.266812,新北市三重區長江里
新北市,三重區,長泰里,1368,2011,,0.117377,0.427632,,0.310255,新北市三重區長泰里
新北市,三重區,長生里,530,789,,0.150485,0.45283,,0.302345,新北市三重區長生里
新北市,三重區,長福里,964,1411,,0.0417778,0.35166,,0.309882,新北市三重區長福里
新北市,三重區,開元里,945,1301,,0.0883495,0.326984,,0.238635,新北市三重區開元里
新北市,三重區,雙園里,598,870,,-0.0242792,0.237458,,0.261737,新北市三重區雙園里
新北市,三重區,頂崁里,1481,1998,,0.162533,0.471978,,0.309446,新北市三重區頂崁里
新北市,三重區,順德里,1398,2024,,0.0435065,0.346209,,0.302702,新北市三重區順德里
新北市,三重區,龍濱里,1978,2821,,0.0325987,0.344793,,0.312194,新北市三重區龍濱里
新北市,三重區,龍門里,1124,1657,,0.0964427,0.382562,,0.28612,新北市三重區龍門里
新北市,中和區,中原里,2963,4461,,-0.0729712,0.20891,,0.281881,新北市中和區中原里
新北市,中和區,中安里,2667,3861,,-0.397432,-0.0918635,,0.305568,新北市中和區中安里
新北市,中和區,中山里,1757,2464,,-0.131013,0.187251,,0.318264,新北市中和區中山里
新北市,中和區,中正里,2397,3521,,-0.127367,0.169378,,0.296746,新北市中和區中正里
新北市,中和區,中興里,3800,5619,,-0.296516,0.0618421,,0.358358,新北市中和區中興里
新北市,中和區,仁和里,2624,3725,,-0.128626,0.179116,,0.307742,新北市中和區仁和里
新北市,中和區,佳和里,2938,4173,,-0.19762,0.143635,,0.341255,新北市中和區佳和里
新北市,中和區,信和里,2584,3733,,-0.106272,0.221362,,0.327634,新北市中和區信和里
新北市,中和區,內南里,3086,4467,,-0.320657,0.00324044,,0.323897,新北市中和區內南里
