city_county,township_city,village,issued_votes_2016,population_2016,dpp_over_kmt_rates_2008,dpp_over_kmt_rates_2012,dpp_over_kmt_rates_2016,changes_at_2012,changes_at_2016,fullvill
新北市,蘆洲區,水湳里,5566,8512,,0.0583238,0.389867,,0.331543,新北市蘆洲區水湳里
新北市,蘆洲區,永安里,2888,4359,,0.0856599,0.395083,,0.309423,新北市蘆洲區永安里
新北市,蘆洲區,永康里,3660,5552,,0.0694232,0.416393,,0.34697,新北市蘆洲區永康里
新北市,蘆洲區,永德里,2363,3745,,0.0333589,0.403301,,0.369942,新北市蘆洲區永德里
新北市,蘆洲區,永樂里,3402,5131,,0.0708231,0.373604,,0.302781,新北市蘆洲區永樂里
新北市,蘆洲區,溪墘里,1952,2795,,0.149485,0.440574,,0.291089,新北市蘆洲區溪墘里
新北市,蘆洲區,玉清里,3139,4774,,0.0218831,0.348837,,0.326954,新北市蘆洲區玉清里
新北市,蘆洲區,福安里,1906,2746,,0.106278,0.390346,,0.284068,新北市蘆洲區福安里
新北市,蘆洲區,長安里,2704,4307,,0.141528,0.472263,,0.330735,新北市蘆洲區長安里
新北市,蘆洲區,鷺江里,3142,4609,,0.0353214,0.371738,,0.336416,新北市蘆洲區鷺江里
新北市,貢寮區,仁里里,1043,1676,,0.142857,0.375839,,0.232982,新北市貢寮區仁里里
新北市,貢寮區,吉林里,294,469,,0.181818,0.221088,,0.0392703,新北市貢寮區吉林里
新北市,貢寮區,和美里,591,1007,,0.222683,0.468697,,0.246014,新北市貢寮區和美里
新北市,貢寮區,真理里,1198,2060,,0.391336,0.638564,,0.247229,新北市貢寮區真理里
新北市,貢寮區,福連里,546,911,,0.283358,0.335165,,0.0518065,新北市貢寮區福連里
新北市,貢寮區,福隆里,1018,1650,,0.121533,0.269155,,0.147622,新北市貢寮區福隆里
新北市,貢寮區,美豐里,454,741,,0.380531,0.475771,,0.09524,新北市貢寮區美豐里
新北市,貢寮區,貢寮里,546,869,,0.0922844,0.249084,,0.1568,新北市貢寮區貢寮里
新北市,貢寮區,雙玉里,435,730,,0.197053,0.381609,,0.184556,新北市貢寮區雙玉里
新北市,貢寮區,龍崗里,259,413,,0.184115,0.370656,,0.186541,新北市貢寮區龍崗里
新北市,貢寮區,龍門里,424,679,,0.296748,0.488208,,0.19146,新北市貢寮區龍門里
新北市,金山區,三界里,412,647,,0.105263,0.298544,,0.193281,新北市金山區三界里
新北市,金山區,五湖里,1098,1660,,-0.0882353,0.255009,,0.343244,新北市金山區五湖里
新北市,金山區,兩湖里,246,368,,0.11583,0.317073,,0.201243,新北市金山區兩湖里
新北市,金山區,六股里,419,637,,0.0896861,0.379475,,0.289789,新北市金山區六股里
新北市,金山區,和平里,322,476,,-0.057971,0.18323,,0.241201,新北市金山區和平里
新北市,金山區,大同里,416,705,,-0.0977131,0.163462,,0.261175,新北市金山區大同里
新北市,金山區,永興里,333,583,,0.0428212,0.225225,,0.182404,新北市金山區永興里
新北市,金山區,清泉里,498,808,,0.0138408,0.240964,,0.227123,新北市金山區清泉里
新北市,金山區,磺港里,1010,1715,,0.211009,0.420792,,0.209783,新北市金山區磺港里
新北市,金山區,美田里,2205,3542,,-0.0768602,0.253061,,0.329921,新北市金山區美田里
新北市,金山區,萬壽里,278,446,,0.0410557,0.352518,,0.311462,新北市金山區萬壽里
新北市,金山區,西湖里,121,191,,-0.0666666,0.157025,,0.223691,新北市金山區西湖里
新北市,金山區,豐漁里,306,495,,0.0106952,0.284314,,0.273619,新北市金山區豐漁里
新北市,金山區,重和里,717,1204,,0.100358,0.362622,,0.262264,新北市金山區重和里
新北市,金山區,金美里,2932,4758,,-0.125849,0.244202,,0.370051,新北市金山區金美里
新北市,雙溪區,三港里,243,422,,0.0652174,0.349794,,0.284577,新北市雙溪區三港里
新北市,雙溪區,三貂里,184,336,,-0.0898438,0.266304,,0.356148,新北市雙溪區三貂里
新北市,雙溪區,上林里,399,644,,0.114398,0.258145,,0.143747,新北市雙溪區上林里
新北市,雙溪區,共和里,244,404,,-0.152738,0.102459,,0.255197,新北市雙溪區共和里
新北市,雙溪區,外柑里,269,441,,0.101045,0.197026,,0.0959807,新北市雙溪區外柑里
新北市,雙溪區,平林里,594,935,,-0.0635594,0.131313,,0.194872,新北市雙溪區平林里
新北市,雙溪區,新基里,502,787,,-0.159624,0.063745,,0.223369,新北市雙溪區新基里
新北市,雙溪區,泰平里,517,915,,-0.0574257,0.218569,,0.275994,新北市雙溪區泰平里
新北市,雙溪區,牡丹里,1010,1627,,-0.0682968,0.159406,,0.227703,新北市雙溪區牡丹里
新北市,雙溪區,長源里,225,373,,0.339483,0.444444,,0.104961,新北市雙溪區長源里
新北市,雙溪區,雙溪里,286,454,,-0.113636,0.034965,,0.148601,新北市雙溪區雙溪里
新北市,雙溪區,魚行里,436,706,,0.021097,0.224771,,0.203674,新北市雙溪區魚行里
新北市,鶯歌區,中湖里,3252,5019,,-0.0477544,0.230935,,0.278689,新北市鶯歌區中湖里
新北市,鶯歌區,中鶯里,692,927,,-0.0349462,0.263006,,0.297952,新北市鶯歌區中鶯里
新北市,鶯歌區,二橋里,4277,6459,,0.0560513,0.35726,,0.301209,新北市鶯歌區二橋里
新北市,鶯歌區,二甲里,596,836,,0.089838,0.354027,,0.264189,新北市鶯歌區二甲里
新北市,鶯歌區,北鶯里,2179,3535,,-0.129687,0.199174,,0.328861,新北市鶯歌區北鶯里
新北市,鶯歌區,南靖里,2202,3179,,0.0149765,0.284741,,0.269765,新北市鶯歌區南靖里
新北市,鶯歌區,南鶯里,3359,4866,,-0.00750837,0.336707,,0.344216,新北市鶯歌區南鶯里
新北市,鶯歌區,同慶里,1061,1503,,0.0748614,0.39491,,0.320049,新北市鶯歌區同慶里
新北市,鶯歌區,大湖里,3096,4622,,-0.143186,0.202196,,0.345382,新北市鶯歌區大湖里
新北市,鶯歌區,尖山里,3922,5940,,0.0251745,0.335288,,0.310114,新北市鶯歌區尖山里
新北市,鶯歌區,建國里,3596,5548,,-0.030977,0.305617,,0.336594,新北市鶯歌區建國里
新北市,鶯歌區,建德里,354,480,,-0.0670241,0.257062,,0.324086,新北市鶯歌區建德里
新北市,鶯歌區,東湖里,174,247,,0.00505051,0.367816,,0.362766,新北市鶯歌區東湖里
新北市,鶯歌區,東鶯里,668,904,,0.0541728,0.284431,,0.230258,新北市鶯歌區東鶯里
新北市,鶯歌區,永吉里,2871,4140,,-0.0394218,0.280042,,0.319464,新北市鶯歌區永吉里
新北市,鶯歌區,永昌里,4730,7054,,-0.0485103,0.271247,,0.319758,新北市鶯歌區永昌里
新北市,鶯歌區,西鶯里,1395,1963,,-0.03804,0.228674,,0.266714,新北市鶯歌區西鶯里
新北市,鶯歌區,鳳祥里,2612,3964,,-0.0123806,0.293262,,0.305642,新北市鶯歌區鳳祥里
新北市,鶯歌區,鳳福里,2434,3586,,-0.0269974,0.294988,,0.321985,新北市鶯歌區鳳福里
新北市,鶯歌區,鳳鳴里,2663,3982,,0.0161512,0.291776,,0.275625,新北市鶯歌區鳳鳴里
新竹市,北區,中寮里,1961,3054,-0.109489,-0.0848964,0.27639,0.0245927,0.361286,新竹市北區中寮里
新竹市,北區,中山里,413,592,0.0766129,0.201195,0.506053,0.124582,0.304858,新竹市北區中山里
新竹市,北區,中興里,389,540,0.0406321,0.109756,0.33419,0.069124,0.224434,新竹市北區中興里
新竹市,北區,中雅里,2058,2991,,,-0.131681,,,新竹市北區中雅里
新竹市,北區,仁德里,487,713,0.0665468,0.113173,0.410678,0.0466258,0.297505,新竹市北區仁德里
新竹市,北區,光田里,1406,2087,-0.234272,-0.148008,0.221195,0.0862644,0.369202,新竹市北區光田里
新竹市,北區,光華里,2227,3902,-0.319676,-0.228454,0.13965,0.091222,0.368103,新竹市北區光華里
新竹市,北區,北門里,629,891,0.00839162,0.122535,0.356121,0.114144,0.233586,新竹市北區北門里
新竹市,北區,南勢里,2319,3239,0.0433862,0.142334,0.442001,0.0989482,0.299666,新竹市北區南勢里
新竹市,北區,南勢里、大鵬里,485,780,,,0.224742,,,新竹市北區南勢里、大鵬里
新竹市,北區,南寮里,3359,5309,-0.177034,-0.0602303,0.246204,0.116803,0.306435,新竹市北區南寮里
新竹市,北區,古賢里,629,861,0.0515759,0.118003,0.410175,0.0664271,0.292172,新竹市北區古賢里
新竹市,北區,台溪里,911,1482,-0.325983,-0.232836,0.193194,0.0931469,0.42603,新竹市北區台溪里
新竹市,北區,境福里,3197,4534,-0.250079,-0.124819,0.212699,0.12526,0.337518,新竹市北區境福里
新竹市,北區,士林里,1130,1541,-0.0323625,0.113656,0.384071,0.146018,0.270415,新竹市北區士林里
新竹市,北區,大同里,544,757,-0.244565,-0.177738,0.158088,0.0668273,0.335826,新竹市北區大同里
新竹市,北區,客雅里,1224,1725,-0.136652,-0.299708,0.302288,-0.163055,0.601995,新竹市北區客雅里
新竹市,北區,崇禮里,816,1151,0.0369967,0.192436,0.438726,0.155439,0.246289,新竹市北區崇禮里
新竹市,北區,康樂里,1661,2387,-0.183741,-0.0569007,0.25888,0.12684,0.315781,新竹市北區康樂里
新竹市,北區,文雅里,2557,3622,-0.195006,-0.125899,0.245991,0.0691062,0.371891,新竹市北區文雅里
新竹市,北區,新民里,1007,1469,-0.136622,-0.0543259,0.284012,0.0822964,0.338338,新竹市北區新民里
新竹市,北區,新雅里,2944,4299,-0.109491,-0.0241702,0.319973,0.0853212,0.344143,新竹市北區新雅里
新竹市,北區,曲溪里,3274,5013,-0.370732,-0.211194,0.156995,0.159538,0.368188,新竹市北區曲溪里
新竹市,北區,武陵里,3071,4528,-0.859605,-0.734159,-0.403452,0.125446,0.330707,新竹市北區武陵里
新竹市,北區,民富里,2929,4539,-0.10665,-0.0378378,0.285422,0.0688121,0.323259,新竹市北區民富里
新竹市,北區,水田里,1831,2748,-0.2054,-0.147573,0.205898,0.0578274,0.353471,新竹市北區水田里
新竹市,北區,海濱里,2116,3290,-0.164485,-0.0675547,0.256144,0.0969301,0.323698,新竹市北區海濱里
新竹市,北區,港北里,983,1468,0.0797753,0.154167,0.431333,0.0743913,0.277166,新竹市北區港北里
新竹市,北區,湳中里,4097,5923,-0.435963,-0.294954,0.118135,0.141009,0.413089,新竹市北區湳中里
新竹市,北區,湳雅里,1817,2553,-0.353503,-0.259401,0.152449,0.0941027,0.41185,新竹市北區湳雅里
新竹市,北區,潛園里,513,747,-0.0134003,0.125645,0.391813,0.139046,0.266167,新竹市北區潛園里
新竹市,北區,石坊里,353,520,-0.0808823,0.0181818,0.288952,0.0990641,0.27077,新竹市北區石坊里
新竹市,北區,磐石里,3496,5062,-0.193113,-0.0769231,0.296625,0.11619,0.373548,新竹市北區磐石里
新竹市,北區,福林里,2524,3608,-0.282083,-0.205344,0.133914,0.0767393,0.339258,新竹市北區福林里
新竹市,北區,育英里,2419,3468,-0.178742,-0.0469255,0.286069,0.131816,0.332994,新竹市北區育英里
新竹市,北區,興南里,930,1370,-0.125748,-0.0546139,0.287097,0.0711346,0.341711,新竹市北區興南里
新竹市,北區,舊港里,362,572,-0.29927,-0.0477387,0.220994,0.251531,0.268733,新竹市北區舊港里
新竹市,北區,舊社里,3806,5559,-0.267185,-0.173696,0.205465,0.0934891,0.379161,新竹市北區舊社里
新竹市,北區,西門里、中央里,659,976,,0.172414,0.408194,,0.23578,新竹市北區西門里、中央里
新竹市,北區,西雅里,1981,2810,-0.0383858,-0.00243783,0.344775,0.035948,0.347213,新竹市北區西雅里
新竹市,北區,金竹里,3580,5261,-0.39658,-0.252158,0.158101,0.144422,0.410259,新竹市北區金竹里
新竹市,北區,金華里,3143,4569,-0.337276,-0.20123,0.195673,0.136046,0.396903,新竹市北區金華里
新竹市,北區,金雅里,1528,2077,-0.226461,-0.0919952,0.223168,0.134466,0.315163,新竹市北區金雅里
新竹市,北區,長和里,893,1307,-0.0957811,0.0335025,0.331467,0.129284,0.297964,新竹市北區長和里
新竹市,東區,三民里,3152,4557,-0.235888,-0.128829,0.212881,0.107059,0.341709,新竹市東區三民里
新竹市,東區,下竹里,350,505,-0.3706,-0.220302,0.18,0.150298,0.400302,新竹市東區下竹里
新竹市,東區,中正里,379,551,-0.0159575,0.0466321,0.337731,0.0625896,0.291099,新竹市東區中正里
新竹市,東區,仙宮里,850,1170,-0.426357,-0.257683,0.201176,0.168673,0.45886,新竹市東區仙宮里
新竹市,東區,仙水里,2767,3966,-0.495207,-0.368455,0.0917962,0.126752,0.460251,新竹市東區仙水里
新竹市,東區,光復里,1602,2223,-0.150066,-0.0963331,0.223471,0.0537324,0.319804,新竹市東區光復里
新竹市,東區,光明里,2026,2869,-0.591108,-0.455794,-0.0478776,0.135314,0.407916,新竹市東區光明里
新竹市,東區,光鎮里,2233,3223,-0.274486,-0.158576,0.184057,0.11591,0.342633,新竹市東區光鎮里
新竹市,東區,公園里,2018,2913,-0.361374,-0.26525,0.127354,0.0961243,0.392603,新竹市東區公園里
新竹市,東區,前溪里,1873,2702,-0.168608,-0.0676768,0.28724,0.100931,0.354917,新竹市東區前溪里
新竹市,東區,千甲里,1396,1986,-0.353751,-0.231078,0.138252,0.122673,0.36933,新竹市東區千甲里
新竹市,東區,南大里,978,1409,-0.100088,0.0084666,0.266871,0.108554,0.258405,新竹市東區南大里
新竹市,東區,南市里,621,880,-0.0115774,0.0818965,0.365539,0.0934739,0.283643,新竹市東區南市里
新竹市,東區,南門里,476,700,-0.00760454,-0.0131332,0.367647,-0.00552869,0.38078,新竹市東區南門里
新竹市,東區,埔頂里,2264,3272,-0.226886,-0.15867,0.268551,0.0682165,0.427221,新竹市東區埔頂里
新竹市,東區,寺前里,478,712,-0.0509666,0.0160714,0.309623,0.067038,0.293552,新竹市東區寺前里
新竹市,東區,建功里,2266,3171,-0.721256,-0.617523,-0.405119,0.103734,0.212404,新竹市東區建功里
新竹市,東區,建華里,1551,2205,-0.211067,-0.128488,0.181818,0.0825784,0.310307,新竹市東區建華里
新竹市,東區,復中里,2899,4063,-0.305625,-0.210047,0.140048,0.0955779,0.350095,新竹市東區復中里
新竹市,東區,復興里,3078,4472,-0.374923,-0.259814,0.153996,0.115109,0.41381,新竹市東區復興里
新竹市,東區,成功里,442,645,-0.106087,-0.0116279,0.328054,0.094459,0.339682,新竹市東區成功里
新竹市,東區,振興里,3450,5270,-0.297492,-0.169451,0.202029,0.128041,0.37148,新竹市東區振興里
新竹市,東區,文華里,2995,4262,-0.375715,-0.249386,0.107846,0.126329,0.357233,新竹市東區文華里
新竹市,東區,新光里,2252,3332,-0.230527,-0.132382,0.229574,0.0981451,0.361956,新竹市東區新光里
新竹市,東區,新興里,2104,2946,-0.167302,-0.0740741,0.228612,0.0932279,0.302686,新竹市東區新興里
新竹市,東區,新莊里,3467,5006,-0.47473,-0.329533,0.123161,0.145197,0.452694,新竹市東區新莊里
新竹市,東區,明湖里,2772,4428,-0.469207,-0.317951,0.125541,0.151256,0.443492,新竹市東區明湖里
新竹市,東區,東勢里,1564,2163,-0.137809,-0.167722,0.198849,-0.0299123,0.366571,新竹市東區東勢里
新竹市,東區,東園里,3319,4767,-0.331308,-0.244611,0.195842,0.0866978,0.440453,新竹市東區東園里
新竹市,東區,東山里,2253,3092,-0.41252,-0.294548,0.0608078,0.117972,0.355356,新竹市東區東山里
新竹市,東區,東門里,403,567,-0.0255009,0.110187,0.39206,0.135688,0.281872,新竹市東區東門里
新竹市,東區,柴橋里,3195,4644,-0.380396,-0.255515,0.144914,0.124881,0.400429,新竹市東區柴橋里
新竹市,東區,榮光里,212,317,-0.138614,-0.0395257,0.273585,0.0990882,0.313111,新竹市東區榮光里
新竹市,東區,武功里,2679,3731,-0.799635,-0.693351,-0.35237,0.106284,0.340981,新竹市東區武功里
新竹市,東區,水源里,2281,3211,-0.0668524,0.0532473,0.349408,0.1201,0.296161,新竹市東區水源里
新竹市,東區,湖濱里,2408,3422,-0.289948,-0.165156,0.180233,0.124792,0.345388,新竹市東區湖濱里
新竹市,東區,福德里,928,1372,-0.131868,-0.124876,0.163793,0.00699207,0.288669,新竹市東區福德里
新竹市,東區,科園里,4312,5938,-0.528041,-0.40067,0.0373377,0.127372,0.438008,新竹市東區科園里
新竹市,東區,立功里,629,953,-0.745014,-0.603473,-0.249603,0.141541,0.353871,新竹市東區立功里
新竹市,東區,竹蓮里,523,741,0.00464398,0.136508,0.445507,0.131864,0.308999,新竹市東區竹蓮里
新竹市,東區,綠水里,3960,5685,-0.44865,-0.341509,0.0962121,0.107141,0.437721,新竹市東區綠水里
新竹市,東區,育賢里,574,1399,,,0.141115,,,新竹市東區育賢里
新竹市,東區,親仁里,1087,1583,-0.622837,-0.478861,-0.0901564,0.143976,0.388705,新竹市東區親仁里
新竹市,東區,豐功里,2871,4071,-0.498731,-0.400987,0.0585162,0.0977439,0.459503,新竹市東區豐功里
新竹市,東區,軍功里,1819,2685,-0.660404,-0.552312,-0.0951072,0.108091,0.457205,新竹市東區軍功里
新竹市,東區,金山里,3109,4744,-0.559327,-0.403803,0.0154391,0.155524,0.419242,新竹市東區金山里
新竹市,東區,錦華里,1100,1659,-0.556044,-0.449106,0.0945455,0.106938,0.543651,新竹市東區錦華里
新竹市,東區,關帝里,375,527,0.027907,0.158924,0.442667,0.131017,0.283742,新竹市東區關帝里
新竹市,東區,關新里,2216,3152,,,0.275271,,,新竹市東區關新里
新竹市,東區,關東里,2967,4353,-0.539281,-0.413952,0.0569599,0.125329,0.470912,新竹市東區關東里
新竹市,東區,頂竹里,1967,2879,-0.185621,-0.0924855,0.227758,0.0931354,0.320244,新竹市東區頂竹里
新竹市,東區,高峰里,3761,5517,-0.313895,-0.202055,0.195958,0.11184,0.398013,新竹市東區高峰里
新竹市,東區,龍山里,3757,5400,-0.461966,-0.351578,0.152781,0.110388,0.50436,新竹市東區龍山里
新竹市,香山區,中埔里,1930,2772,-0.207868,-0.0785083,0.255959,0.12936,0.334467,新竹市香山區中埔里
新竹市,香山區,中隘里,1035,1677,-0.351768,-0.223907,0.129469,0.127861,0.353376,新竹市香山區中隘里
新竹市,香山區,內湖里,2625,4062,-0.212365,-0.0981805,0.250667,0.114184,0.348847,新竹市香山區內湖里
新竹市,香山區,南港里,568,813,0.0799397,0.189233,0.422535,0.109294,0.233302,新竹市香山區南港里
新竹市,香山區,南隘里,518,755,-0.206897,-0.105058,0.183398,0.101838,0.288456,新竹市香山區南隘里
新竹市,香山區,埔前里,2162,3260,-0.0593674,0.0678294,0.362165,0.127197,0.294335,新竹市香山區埔前里
新竹市,香山區,大庄里,1798,2629,-0.0676056,0.0915308,0.343159,0.159136,0.251628,新竹市香山區大庄里
新竹市,香山區,大湖里,559,828,-0.15,-0.00335571,0.248658,0.146644,0.252014,新竹市香山區大湖里
新竹市,香山區,朝山里,1267,1921,-0.123991,-0.016,0.285714,0.107991,0.301714,新竹市香山區朝山里
新竹市,香山區,東香里,2503,3529,-0.419703,-0.270061,0.129445,0.149642,0.399506,新竹市香山區東香里
新竹市,香山區,樹下里,1486,2072,0.142857,0.250321,0.495962,0.107464,0.245641,新竹市香山區樹下里
新竹市,香山區,海山里,1447,2137,-0.146232,-0.014511,0.223912,0.131721,0.238423,新竹市香山區海山里
新竹市,香山區,浸水里,1528,2184,0.0715421,0.191856,0.452225,0.120314,0.260369,新竹市香山區浸水里
新竹市,香山區,港南里,1615,2334,-0.0247148,0.109512,0.403096,0.134227,0.293584,新竹市香山區港南里
新竹市,香山區,牛埔里,2469,3746,-0.240278,-0.121912,0.245038,0.118367,0.36695,新竹市香山區牛埔里
新竹市,香山區,美山里,742,1096,-0.034398,0.0779376,0.336927,0.112336,0.25899,新竹市香山區美山里
新竹市,香山區,茄苳里,546,867,-0.156928,-0.0215947,0.298535,0.135334,0.320129,新竹市香山區茄苳里
新竹市,香山區,虎山里,3394,5076,-0.0929662,0.0467915,0.32145,0.139758,0.274658,新竹市香山區虎山里
新竹市,香山區,虎林里,1466,2153,-0.139182,-0.0268918,0.287176,0.11229,0.314068,新竹市香山區虎林里
新竹市,香山區,頂埔里,3097,4704,-0.193239,-0.0939939,0.299322,0.099245,0.393316,新竹市香山區頂埔里
新竹市,香山區,頂福里,2548,3816,-0.290008,-0.152669,0.210754,0.137339,0.363422,新竹市香山區頂福里
新竹市,香山區,香山里,2643,3896,-0.174714,-0.0649903,0.284903,0.109723,0.349894,新竹市香山區香山里
新竹市,香山區,香村里,1964,3005,-0.260219,-0.128918,0.206721,0.131301,0.335639,新竹市香山區香村里
新竹市,香山區,鹽水里,917,1344,-0.115736,0.0335707,0.269357,0.149307,0.235786,新竹市香山區鹽水里
新竹縣,五峰鄉,大隘村,769,1295,-0.85914,-0.724638,-0.241873,0.134502,0.482765,新竹縣五峰鄉大隘村
新竹縣,五峰鄉,桃山村,814,1368,-0.693122,-0.48538,-0.04914,0.207742,0.43624,新竹縣五峰鄉桃山村
新竹縣,五峰鄉,竹林村,225,349,-0.791489,-0.511416,-0.0133333,0.280074,0.498082,新竹縣五峰鄉竹林村
新竹縣,五峰鄉,花園村,392,662,-0.65358,-0.55,-0.107143,0.10358,0.442857,新竹縣五峰鄉花園村
新竹縣,北埔鄉,北埔村,740,1099,-0.52067,-0.381346,0.0432433,0.139324,0.424589,新竹縣北埔鄉北埔村
新竹縣,北埔鄉,南坑村,235,352,-0.472973,-0.333333,0.0340426,0.13964,0.367376,新竹縣北埔鄉南坑村
新竹縣,北埔鄉,南埔村,265,386,-0.504249,-0.4375,0.0037736,0.0667492,0.441274,新竹縣北埔鄉南埔村
新竹縣,北埔鄉,南興村,785,1221,-0.559204,-0.452083,-0.121019,0.107121,0.331064,新竹縣北埔鄉南興村
新竹縣,北埔鄉,埔尾村,1618,2489,-0.483299,-0.357257,0.012979,0.126042,0.370236,新竹縣北埔鄉埔尾村
新竹縣,北埔鄉,外坪村,177,288,-0.207373,-0.15311,0.231638,0.0542632,0.384748,新竹縣北埔鄉外坪村
新竹縣,北埔鄉,大林村,517,735,-0.587629,-0.398614,-0.0425532,0.189015,0.35606,新竹縣北埔鄉大林村
新竹縣,北埔鄉,大湖村,355,565,-0.501211,-0.288372,0.0816901,0.212839,0.370062,新竹縣北埔鄉大湖村
新竹縣,北埔鄉,水磜村,515,809,,,0.18835,,,新竹縣北埔鄉水磜村
新竹縣,寶山鄉,三峰村,672,1009,-0.394625,-0.279391,0.0193452,0.115234,0.298737,新竹縣寶山鄉三峰村
新竹縣,寶山鄉,大崎村,1165,1752,-0.422161,-0.368421,-0.00772533,0.0537401,0.360696,新竹縣寶山鄉大崎村
新竹縣,寶山鄉,寶山村,555,771,-0.597403,-0.417936,-0.0576577,0.179467,0.360278,新竹縣寶山鄉寶山村
新竹縣,寶山鄉,寶斗村,476,724,-0.365462,-0.169557,0.0693277,0.195905,0.238885,新竹縣寶山鄉寶斗村
新竹縣,寶山鄉,山湖村,382,532,-0.445652,-0.321429,0.0418848,0.124224,0.363313,新竹縣寶山鄉山湖村
新竹縣,寶山鄉,新城村,759,1108,-0.365207,-0.220809,0.0698287,0.144398,0.290638,新竹縣寶山鄉新城村
新竹縣,寶山鄉,油田村,423,595,-0.469933,-0.18125,0.070922,0.288683,0.252172,新竹縣寶山鄉油田村
新竹縣,寶山鄉,深井村,578,795,-0.410745,-0.263889,-0.0311418,0.146856,0.232747,新竹縣寶山鄉深井村
新竹縣,寶山鄉,雙新村,1597,2433,,-0.306195,0.046963,,0.353158,新竹縣寶山鄉雙新村
新竹縣,寶山鄉,雙溪村,1412,2179,-0.519382,-0.408941,0.0205383,0.110441,0.42948,新竹縣寶山鄉雙溪村
新竹縣,尖石鄉,嘉樂村,570,817,-0.758007,-0.579832,-0.142105,0.178175,0.437727,新竹縣尖石鄉嘉樂村
新竹縣,尖石鄉,新樂村,689,1142,-0.865839,-0.738896,-0.211901,0.126942,0.526995,新竹縣尖石鄉新樂村
新竹縣,尖石鄉,梅花村,351,586,-0.741047,-0.623377,-0.185185,0.11767,0.438191,新竹縣尖石鄉梅花村
新竹縣,尖石鄉,玉峰村,602,1106,-0.643103,-0.532313,-0.0797342,0.110791,0.452579,新竹縣尖石鄉玉峰村
新竹縣,尖石鄉,秀巒村,727,1383,-0.628242,-0.49169,-0.0729023,0.136552,0.418787,新竹縣尖石鄉秀巒村
新竹縣,尖石鄉,義興村,358,594,-0.753304,-0.469072,-0.156425,0.284232,0.312648,新竹縣尖石鄉義興村
新竹縣,尖石鄉,錦屏村,684,1094,-0.820611,-0.696676,-0.241228,0.123935,0.455448,新竹縣尖石鄉錦屏村
新竹縣,峨眉鄉,七星村,440,623,-0.177551,-0.0378151,0.147727,0.139736,0.185542,新竹縣峨眉鄉七星村
新竹縣,峨眉鄉,中盛村,458,661,-0.186949,-0.0760668,0.172489,0.110882,0.248556,新竹縣峨眉鄉中盛村
新竹縣,峨眉鄉,富興村,863,1313,-0.344398,-0.273859,0.0660487,0.0705394,0.339908,新竹縣峨眉鄉富興村
新竹縣,峨眉鄉,峨眉村,606,857,-0.457676,-0.354412,-0.0231023,0.103264,0.331309,新竹縣峨眉鄉峨眉村
新竹縣,峨眉鄉,湖光村,600,862,-0.140173,-0.00148368,0.225,0.13869,0.226484,新竹縣峨眉鄉湖光村
新竹縣,峨眉鄉,石井村,404,609,-0.256048,-0.166307,0.136139,0.0897417,0.302445,新竹縣峨眉鄉石井村
新竹縣,新埔鎮,上寮里,1208,1820,-0.321141,-0.201352,0.209437,0.119789,0.410789,新竹縣新埔鎮上寮里
新竹縣,新埔鎮,下寮里,1581,2363,-0.382979,-0.301977,0.154965,0.0810015,0.456942,新竹縣新埔鎮下寮里
新竹縣,新埔鎮,五埔里,1272,1910,-0.456667,-0.316527,0.15173,0.14014,0.468256,新竹縣新埔鎮五埔里
新竹縣,新埔鎮,內立里,718,1139,-0.328211,-0.148618,0.21727,0.179593,0.365888,新竹縣新埔鎮內立里
新竹縣,新埔鎮,北平里,441,641,-0.201128,-0.0441459,0.306122,0.156982,0.350268,新竹縣新埔鎮北平里
新竹縣,新埔鎮,南平里,683,1007,-0.279661,-0.167513,0.216691,0.112148,0.384204,新竹縣新埔鎮南平里
新竹縣,新埔鎮,四座里,2199,3252,-0.337257,-0.199679,0.207367,0.137578,0.407046,新竹縣新埔鎮四座里
新竹縣,新埔鎮,寶石里,613,880,-0.250742,-0.200284,0.102773,0.0504577,0.303057,新竹縣新埔鎮寶石里
新竹縣,新埔鎮,巨埔里,800,1123,-0.215232,-0.0180791,0.3725,0.197153,0.390579,新竹縣新埔鎮巨埔里
新竹縣,新埔鎮,文山里,2693,4099,-0.48688,-0.337326,0.081322,0.149554,0.418648,新竹縣新埔鎮文山里
新竹縣,新埔鎮,新北里,461,625,-0.0824295,0.0632411,0.32321,0.145671,0.259969,新竹縣新埔鎮新北里
新竹縣,新埔鎮,新埔里,673,982,-0.397647,-0.283163,-0.00891531,0.114484,0.274248,新竹縣新埔鎮新埔里
新竹縣,新埔鎮,新民里,689,1056,-0.469613,-0.413366,-0.04209,0.0562469,0.371276,新竹縣新埔鎮新民里
新竹縣,新埔鎮,新生里,421,592,-0.301136,-0.199203,0.178147,0.101933,0.37735,新竹縣新埔鎮新生里
新竹縣,新埔鎮,旱坑里,1129,1786,-0.414408,-0.335307,0.0859168,0.0791008,0.421224,新竹縣新埔鎮旱坑里
新竹縣,新埔鎮,清水里,341,471,-0.185915,0.122905,0.407625,0.308821,0.28472,新竹縣新埔鎮清水里
新竹縣,新埔鎮,照門里,958,1456,-0.236989,-0.0871143,0.242171,0.149875,0.329286,新竹縣新埔鎮照門里
新竹縣,新埔鎮,田新里,1633,2396,-0.476408,-0.373462,0.0459277,0.102946,0.419389,新竹縣新埔鎮田新里
